age,job,marital,education,default,balance,housing,loan,subscribe
middle,blue-collar,divorced,secondary,no,soso,no,no,no
preold,retired,married,secondary,no,soso,no,yes,no
middle,technician,married,secondary,no,soso,yes,no,no
preold,retired,married,primary,no,soso,yes,no,no
preold,self-employed,married,secondary,no,soso,yes,no,no
preold,management,divorced,tertiary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,no,no,no
preold,management,divorced,tertiary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
preold,entrepreneur,married,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,no,yes,no
middle,services,divorced,secondary,no,soso,no,no,no
middle,admin.,divorced,secondary,no,soso,yes,yes,no
middle,management,single,tertiary,no,soso,yes,yes,yes
preold,housemaid,divorced,primary,yes,soso,no,yes,no
young,blue-collar,married,secondary,no,bad,no,no,no
preold,technician,married,secondary,no,soso,no,yes,no
middle,services,single,secondary,yes,bad,no,yes,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,technician,married,tertiary,no,soso,yes,no,no
young,management,married,tertiary,no,soso,yes,no,no
young,blue-collar,married,secondary,no,ok,yes,yes,no
preold,services,divorced,secondary,no,soso,no,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,admin.,single,tertiary,no,soso,yes,no,no
middle,technician,single,tertiary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
middle,self-employed,married,tertiary,no,soso,yes,yes,no
middle,blue-collar,married,secondary,no,soso,no,no,no
middle,technician,divorced,secondary,no,soso,yes,no,no
middle,entrepreneur,single,secondary,no,soso,no,no,no
middle,technician,married,secondary,no,soso,yes,yes,no
middle,blue-collar,married,primary,no,bad,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,housemaid,single,secondary,no,soso,yes,no,no
middle,services,single,secondary,no,soso,no,yes,no
middle,blue-collar,single,primary,no,soso,yes,no,yes
preold,admin.,divorced,secondary,no,soso,yes,no,no
preold,management,married,tertiary,no,ok,no,no,no
middle,housemaid,married,primary,no,soso,yes,yes,no
preold,management,married,secondary,no,soso,yes,no,yes
young,management,single,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
young,blue-collar,married,secondary,no,bad,yes,no,no
middle,blue-collar,married,unknown,no,soso,no,yes,no
middle,services,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,yes,yes
middle,management,married,tertiary,no,soso,yes,yes,no
middle,services,married,secondary,no,soso,yes,yes,no
young,technician,single,secondary,no,soso,yes,no,no
young,admin.,married,secondary,no,soso,yes,no,no
preold,admin.,divorced,secondary,no,soso,yes,no,no
middle,management,divorced,secondary,no,soso,no,no,no
middle,admin.,divorced,secondary,no,soso,yes,yes,no
preold,blue-collar,married,primary,no,bad,no,yes,no
preold,blue-collar,single,primary,no,soso,no,yes,no
preold,retired,divorced,primary,no,soso,no,yes,yes
middle,blue-collar,married,primary,no,soso,no,yes,no
young,services,married,secondary,no,soso,no,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
preold,services,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,yes
middle,blue-collar,single,secondary,no,bad,no,no,no
middle,self-employed,married,tertiary,no,soso,no,no,no
middle,services,married,secondary,no,soso,yes,yes,no
young,admin.,single,secondary,no,soso,no,no,no
middle,blue-collar,single,secondary,no,ok,no,yes,yes
preold,housemaid,married,primary,no,soso,yes,yes,no
middle,technician,married,secondary,no,soso,yes,yes,no
preold,retired,single,primary,no,soso,no,no,no
preold,entrepreneur,married,tertiary,yes,soso,no,yes,no
preold,entrepreneur,married,secondary,no,soso,yes,yes,no
preold,blue-collar,married,primary,no,bad,yes,no,no
middle,technician,married,secondary,no,bad,yes,no,no
middle,management,married,tertiary,no,bad,yes,no,no
middle,admin.,married,primary,no,soso,yes,yes,no
middle,management,married,tertiary,no,soso,no,no,no
middle,entrepreneur,single,secondary,yes,bad,no,yes,no
middle,blue-collar,married,secondary,no,soso,no,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
young,admin.,single,secondary,no,soso,yes,no,no
middle,technician,married,secondary,no,ok,yes,no,yes
middle,technician,married,tertiary,no,soso,no,no,yes
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
young,technician,single,secondary,no,bad,yes,no,no
middle,management,married,tertiary,no,soso,yes,yes,no
young,blue-collar,married,primary,no,soso,no,yes,no
old,retired,married,secondary,no,soso,yes,no,no
preold,admin.,married,secondary,no,soso,yes,yes,no
middle,management,married,tertiary,no,soso,no,no,no
young,services,divorced,primary,yes,soso,yes,yes,no
middle,services,divorced,secondary,no,soso,yes,no,no
middle,entrepreneur,divorced,tertiary,no,soso,no,no,no
young,management,married,tertiary,no,ok,yes,no,no
middle,blue-collar,married,secondary,no,bad,yes,no,no
preold,technician,single,secondary,no,soso,no,yes,no
middle,services,married,secondary,no,soso,yes,yes,no
middle,blue-collar,single,secondary,no,soso,no,no,no
middle,entrepreneur,married,tertiary,no,ok,yes,no,no
middle,services,divorced,tertiary,no,soso,yes,no,no
preold,blue-collar,divorced,secondary,no,soso,no,yes,no
preold,entrepreneur,divorced,primary,no,soso,yes,no,no
preold,retired,married,primary,no,soso,yes,no,no
middle,technician,single,tertiary,no,soso,yes,no,no
middle,technician,single,tertiary,no,soso,yes,no,no
middle,technician,single,tertiary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
young,blue-collar,married,primary,no,soso,no,yes,no
middle,technician,married,tertiary,no,soso,yes,no,no
preold,entrepreneur,married,secondary,yes,bad,no,yes,no
young,management,single,tertiary,no,soso,no,no,no
preold,management,single,tertiary,no,soso,no,yes,no
preold,technician,married,secondary,no,soso,no,yes,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
preold,management,married,tertiary,no,bad,no,yes,no
middle,services,married,primary,no,soso,no,no,no
middle,admin.,single,secondary,no,bad,no,yes,no
middle,management,married,tertiary,no,soso,yes,no,no
preold,blue-collar,divorced,primary,yes,soso,yes,no,no
preold,technician,divorced,secondary,no,bad,yes,yes,no
old,retired,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
preold,admin.,single,secondary,no,soso,no,no,no
young,services,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,bad,no,yes,no
middle,services,married,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,no,no,no
preold,services,married,primary,no,bad,no,yes,no
middle,management,married,tertiary,no,soso,yes,yes,no
middle,blue-collar,married,primary,no,ok,yes,no,no
middle,services,single,secondary,no,soso,no,no,no
preold,management,married,secondary,no,soso,yes,no,yes
young,technician,single,secondary,no,soso,no,yes,no
preold,services,married,secondary,no,soso,yes,no,no
preold,entrepreneur,married,secondary,no,soso,no,yes,no
young,management,married,tertiary,yes,soso,no,yes,no
preold,admin.,divorced,tertiary,no,soso,no,no,yes
middle,services,married,primary,no,soso,yes,no,no
preold,services,married,secondary,no,soso,no,yes,no
young,technician,married,secondary,no,soso,yes,no,no
young,management,single,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,yes,yes
preold,services,married,secondary,no,soso,yes,no,no
young,student,single,tertiary,no,bad,no,no,no
preold,retired,married,primary,no,soso,yes,no,no
middle,technician,married,secondary,no,bad,yes,no,no
middle,entrepreneur,married,tertiary,no,soso,no,yes,no
young,services,single,secondary,no,soso,no,no,no
middle,admin.,married,primary,no,bad,no,yes,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,self-employed,married,secondary,no,ok,yes,no,yes
young,management,single,tertiary,no,soso,yes,no,no
middle,technician,divorced,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
preold,admin.,married,secondary,no,soso,yes,yes,no
middle,technician,married,secondary,no,soso,yes,yes,no
middle,technician,divorced,tertiary,no,soso,no,yes,no
middle,management,single,unknown,no,soso,no,yes,no
middle,admin.,single,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,no,no,no
preold,management,single,tertiary,no,soso,no,yes,no
middle,management,single,tertiary,no,ok,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
middle,services,divorced,secondary,no,bad,yes,no,no
preold,entrepreneur,single,unknown,no,soso,no,no,no
preold,blue-collar,married,primary,no,soso,no,no,no
middle,services,married,secondary,no,soso,yes,no,no
preold,housemaid,married,secondary,no,soso,no,yes,yes
middle,management,married,tertiary,no,soso,no,yes,no
preold,self-employed,married,secondary,yes,bad,no,yes,no
middle,blue-collar,married,unknown,no,soso,yes,yes,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,yes,no
preold,admin.,married,secondary,no,soso,yes,yes,no
young,admin.,married,secondary,no,soso,yes,yes,no
middle,technician,married,secondary,no,bad,no,no,no
middle,services,married,secondary,no,bad,yes,no,yes
middle,management,single,tertiary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,services,single,secondary,no,soso,yes,no,no
middle,services,divorced,secondary,no,soso,no,no,no
preold,housemaid,married,secondary,no,bad,no,yes,no
old,technician,married,secondary,no,soso,no,no,no
preold,retired,married,primary,no,soso,no,yes,no
young,services,single,secondary,no,soso,no,yes,no
middle,services,divorced,secondary,no,soso,yes,yes,no
young,technician,single,secondary,no,soso,yes,no,no
preold,technician,married,secondary,no,soso,yes,no,no
preold,blue-collar,divorced,secondary,no,soso,no,yes,no
young,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,yes,no
preold,housemaid,married,secondary,no,soso,no,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,blue-collar,single,primary,no,bad,no,yes,yes
preold,housemaid,married,primary,no,soso,no,yes,no
young,management,single,tertiary,no,soso,yes,yes,no
preold,admin.,divorced,secondary,no,soso,yes,no,no
middle,management,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
preold,self-employed,married,tertiary,no,soso,no,yes,no
middle,admin.,married,secondary,no,soso,yes,no,no
preold,self-employed,married,tertiary,no,soso,no,yes,no
preold,blue-collar,married,secondary,no,soso,no,no,no
young,blue-collar,single,secondary,no,soso,no,yes,no
middle,technician,divorced,secondary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,no,yes,no
preold,admin.,married,secondary,no,soso,no,yes,no
young,blue-collar,single,primary,no,soso,no,yes,no
preold,services,divorced,secondary,no,soso,no,no,yes
preold,technician,married,secondary,no,soso,no,no,no
middle,technician,single,secondary,no,soso,yes,yes,no
young,services,single,secondary,no,ok,yes,no,no
young,admin.,married,secondary,no,soso,yes,yes,no
preold,admin.,married,secondary,no,bad,no,yes,no
middle,blue-collar,married,primary,no,soso,no,yes,no
young,technician,married,tertiary,no,bad,yes,no,no
middle,management,single,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,bad,yes,yes,no
preold,entrepreneur,married,tertiary,no,soso,no,yes,no
old,retired,married,secondary,no,soso,no,no,no
preold,admin.,divorced,secondary,no,soso,no,no,no
preold,retired,married,secondary,no,soso,yes,no,no
middle,admin.,single,secondary,no,bad,yes,yes,no
middle,self-employed,married,tertiary,no,soso,no,yes,no
preold,services,married,tertiary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
middle,housemaid,married,primary,no,soso,yes,no,no
preold,housemaid,married,primary,no,soso,no,no,yes
preold,entrepreneur,married,secondary,no,soso,no,yes,yes
middle,services,married,secondary,no,soso,no,no,no
preold,admin.,divorced,secondary,no,soso,no,no,no
middle,housemaid,married,secondary,no,bad,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,bad,yes,no,no
young,technician,single,secondary,no,soso,no,no,yes
middle,housemaid,married,secondary,no,soso,no,no,no
young,services,single,secondary,no,soso,yes,no,no
young,blue-collar,single,secondary,no,soso,no,no,no
preold,housemaid,married,primary,no,soso,yes,no,no
young,blue-collar,married,primary,no,bad,yes,no,no
preold,technician,married,secondary,no,soso,yes,no,yes
preold,management,divorced,tertiary,no,bad,no,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,management,married,tertiary,no,bad,yes,yes,no
middle,admin.,single,secondary,no,soso,yes,no,no
preold,technician,divorced,secondary,no,soso,yes,no,no
young,services,married,secondary,no,soso,yes,no,no
young,blue-collar,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,no,yes,no
preold,services,divorced,unknown,no,soso,yes,no,no
young,blue-collar,married,primary,no,soso,yes,no,no
preold,services,married,primary,no,soso,no,yes,no
middle,services,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
young,technician,married,secondary,no,soso,yes,yes,no
young,technician,single,secondary,no,soso,yes,yes,no
preold,management,divorced,tertiary,no,soso,no,yes,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,bad,yes,no,no
preold,admin.,single,secondary,no,soso,no,yes,no
middle,housemaid,married,secondary,no,soso,no,no,no
preold,blue-collar,married,secondary,no,soso,yes,yes,no
preold,blue-collar,married,primary,no,soso,yes,yes,no
young,self-employed,married,tertiary,no,soso,no,yes,no
young,admin.,single,tertiary,no,soso,yes,no,no
middle,services,married,secondary,no,bad,yes,no,no
preold,housemaid,married,primary,no,soso,no,yes,no
middle,management,married,tertiary,no,bad,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
preold,services,married,unknown,no,soso,yes,yes,no
middle,technician,single,tertiary,no,soso,yes,no,no
middle,technician,divorced,secondary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,no,no,no
preold,housemaid,married,secondary,no,soso,no,yes,no
middle,management,married,tertiary,no,soso,yes,no,no
young,technician,single,secondary,no,bad,no,no,no
middle,entrepreneur,married,tertiary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,bad,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
